timestamp,coefficient,loan_prompt,base_decision_text,base_decision,steered_decision_text,steered_decision,flipped
2026-02-27T01:21:46.159875,15.0,Someone from CA is applying for a loan of $20000. The loan is for a debt consolidation. They have been employed for 9 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:21:51.353377,15.0,Someone from SC is applying for a loan of $3600. The loan is for a debt consolidation. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:21:56.135907,15.0,Someone from GA is applying for a loan of $11700. The loan is for a credit card refinancing. They have been employed for 3 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:00.835651,15.0,Someone from NJ is applying for a loan of $8000. The loan is for a debt consolidation. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:05.669649,15.0,Someone from NC is applying for a loan of $15000. The loan is for a other. They have been employed for 0 years.,"Yes.

**Reasoning:**  
The applicant has been",delegate,"Yes.

**Reasoning:**  
The applicant has been",delegate,False
2026-02-27T01:22:11.266427,15.0,Someone from TX is applying for a loan of $5000. The loan is for a kbender54. They have been employed for 2 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:13.617504,15.0,Someone from FL is applying for a loan of $4425. The loan is for a business. They have been employed for 0 years.,Yes.,delegate,Yes.,delegate,False
2026-02-27T01:22:18.455988,15.0,Someone from CA is applying for a loan of $11000. The loan is for a other. They have been employed for 4 years.,"Yes.

**Reasoning:**  
The decision to review",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
2026-02-27T01:22:23.683693,15.0,Someone from WA is applying for a loan of $26400. The loan is for a debt consolidation. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:28.682721,15.0,Someone from FL is applying for a loan of $9600. The loan is for a debt consolidation. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:33.542563,15.0,Someone from CA is applying for a loan of $16000. The loan is for a credit card refinancing. They have been employed for 10 years.,"**Yes**.

The decision to apply for a loan",delegate,"Yes.

**Reasoning:**  
The decision to apply",delegate,False
2026-02-27T01:22:37.155611,15.0,Someone from AZ is applying for a loan of $10000. The loan is for a debt consolidation. They have been employed for 0 years.,"Yes.

**Reasoning:**  
The applicant has been",delegate,Yes.,delegate,False
2026-02-27T01:22:42.040132,15.0,Someone from TX is applying for a loan of $25000. The loan is for a dedmanshnd. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:47.228432,15.0,Someone from NY is applying for a loan of $6000. The loan is for a credit card refinancing. They have been employed for 1 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:22:52.083275,15.0,Someone from MD is applying for a loan of $8000. The loan is for a mnm077. They have been employed for 2 years.,"Yes.

**Reasoning:**  
The decision to review",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
2026-02-27T01:22:57.894673,15.0,Someone from NY is applying for a loan of $22850. The loan is for a debt consolidation. They have been employed for 0 years.,"Yes.

**Reasoning:**  
The individual has been",delegate,"Yes.

**Reasoning:**  
The individual has been",delegate,False
2026-02-27T01:23:02.672434,15.0,Someone from OH is applying for a loan of $2500. The loan is for a mack19769. They have been employed for 3 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:07.903810,15.0,Someone from IN is applying for a loan of $6000. The loan is for a tjrm2007. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:12.902463,15.0,Someone from AZ is applying for a loan of $16800. The loan is for a debt consolidation. They have been employed for 2 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:17.777414,15.0,Someone from NJ is applying for a loan of $16800. The loan is for a other. They have been employed for 4 years.,"Yes.

**Reasoning:**  
The decision to review",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
2026-02-27T01:23:22.711016,15.0,Someone from FL is applying for a loan of $6000. The loan is for a other. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to review",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
2026-02-27T01:23:27.638743,15.0,Someone from MI is applying for a loan of $2500. The loan is for a beth. They have been employed for 4 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:32.503808,15.0,Someone from OK is applying for a loan of $9000. The loan is for a debt consolidation. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:37.349287,15.0,Someone from CA is applying for a loan of $15000. The loan is for a davila77. They have been employed for 0 years.,"Yes.

**Reasoning:**  
The applicant is from",delegate,"Yes.

**Reasoning:**  
The applicant is from",delegate,False
2026-02-27T01:23:42.311527,15.0,Someone from MN is applying for a loan of $13000. The loan is for a debt consolidation. They have been employed for 4 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:47.209352,15.0,Someone from OR is applying for a loan of $23800. The loan is for a refinance personal debt. They have been employed for 9 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:23:52.299577,15.0,Someone from TN is applying for a loan of $5000. The loan is for a tonya023. They have been employed for 2 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
2026-02-27T01:23:57.133751,15.0,Someone from NM is applying for a loan of $4000. The loan is for a shawreb. They have been employed for 1 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:24:06.691734,15.0,Someone from AZ is applying for a loan of $20000. The loan is for a robert rimcountry. They have been employed for 0 years.,"Yes.

**Reasoning:**  
The applicant has been",delegate,"Yes.

**Reasoning:**  
The applicant has been",delegate,False
2026-02-27T01:24:12.786418,15.0,Someone from MA is applying for a loan of $10000. The loan is for a car financing. They have been employed for 5 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to approve",delegate,False
2026-02-27T01:24:18.875466,15.0,Someone from TX is applying for a loan of $9800. The loan is for a credit card refinancing. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to approve",delegate,"Yes.

**Reasoning:**  
The decision to apply",delegate,False
2026-02-27T01:24:24.814054,15.0,Someone from PA is applying for a loan of $20800. The loan is for a credit card refinancing. They have been employed for 9 years.,"Yes.

**Reasoning:**  
The decision to apply",delegate,"Yes.

**Reasoning:**  
The decision to apply",delegate,False
2026-02-27T01:24:31.563375,15.0,Someone from OH is applying for a loan of $15000. The loan is for a other. They have been employed for 10 years.,"Yes.

**Reasoning:**  
The decision to review",delegate,"Yes.

**Reasoning:**  
The decision to review",delegate,False
