index,loan_amnt,purpose,human_response,prompt,method,model,llm_prediction,llm_delegate,reasoning_tokens,trace,timestamp
8035,10650.0,moving,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $10,650 for moving. They have been employed for 1 year, a debt-to-income ratio of 2.7%, and a credit score of 675.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $10,650 for moving. They have been employed for 1 year, a debt-to-income ratio of 2.7%, and a credit score of 675.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
13069,7500.0,tnwilliamsk,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $7,500 for tnwilliamsk. They have been employed for 10+ years, a debt-to-income ratio of 14.9%, and a credit score of 655.",cot,gpt-5-nano-2025-08-07,1,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $7,500 for tnwilliamsk. They have been employed for 10+ years, a debt-to-income ratio of 14.9%, and a credit score of 655.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
6023,8400.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,400 for credit_card. They have been employed for 4 years, a debt-to-income ratio of 8.0%, and a credit score of 660.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,400 for credit_card. They have been employed for 4 years, a debt-to-income ratio of 8.0%, and a credit score of 660.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
2277,5000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,000 for credit_card. They have been employed for 2 years, a debt-to-income ratio of 9.8%, and a credit score of 705.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,000 for credit_card. They have been employed for 2 years, a debt-to-income ratio of 9.8%, and a credit score of 705.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
13618,2000.0,michrileigh,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for michrileigh. They have been employed for 3 years, a debt-to-income ratio of 15.7%, and a credit score of 441.",cot,gpt-5-nano-2025-08-07,0,,384,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for michrileigh. They have been employed for 3 years, a debt-to-income ratio of 15.7%, and a credit score of 441.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
7744,15000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for credit_card. They have been employed for nan, a debt-to-income ratio of 14.1%, and a credit score of 675.",cot,gpt-5-nano-2025-08-07,1,,768,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for credit_card. They have been employed for nan, a debt-to-income ratio of 14.1%, and a credit score of 675.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
5148,33875.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $33,875 for debt_consolidation. They have been employed for 2 years, a debt-to-income ratio of 5.4%, and a credit score of 700.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $33,875 for debt_consolidation. They have been employed for 2 years, a debt-to-income ratio of 5.4%, and a credit score of 700.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
9818,12000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,000 for debt_consolidation. They have been employed for 2 years, a debt-to-income ratio of 29.8%, and a credit score of 695.",cot,gpt-5-nano-2025-08-07,1,,384,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,000 for debt_consolidation. They have been employed for 2 years, a debt-to-income ratio of 29.8%, and a credit score of 695.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
14582,3000.0,vetosgirl,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $3,000 for vetosgirl. They have been employed for < 1 year, a debt-to-income ratio of 54.6%, and a credit score of 515.",cot,gpt-5-nano-2025-08-07,0,,192,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $3,000 for vetosgirl. They have been employed for < 1 year, a debt-to-income ratio of 54.6%, and a credit score of 515.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
11583,1500.0,pm1010,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,500 for pm1010. They have been employed for 1 year, a debt-to-income ratio of 15.3%, and a credit score of 471.",cot,gpt-5-nano-2025-08-07,0,,384,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,500 for pm1010. They have been employed for 1 year, a debt-to-income ratio of 15.3%, and a credit score of 471.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
2614,24375.0,home_improvement,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,375 for home_improvement. They have been employed for 8 years, a debt-to-income ratio of 8.7%, and a credit score of 695.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,375 for home_improvement. They have been employed for 8 years, a debt-to-income ratio of 8.7%, and a credit score of 695.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
576,20000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 1 year, a debt-to-income ratio of 15.3%, and a credit score of 675.",cot,gpt-5-nano-2025-08-07,1,,576,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 1 year, a debt-to-income ratio of 15.3%, and a credit score of 675.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
18530,2000.0,hockeyrules221,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for hockeyrules221. They have been employed for < 1 year, a debt-to-income ratio of 0.0%, and a credit score of 0.",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for hockeyrules221. They have been employed for < 1 year, a debt-to-income ratio of 0.0%, and a credit score of 0.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
14673,2000.0,o9barbiedawl,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for o9barbiedawl. They have been employed for < 1 year, a debt-to-income ratio of 16.7%, and a credit score of 661.",cot,gpt-5-nano-2025-08-07,1,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,000 for o9barbiedawl. They have been employed for < 1 year, a debt-to-income ratio of 16.7%, and a credit score of 661.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
2641,5900.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,900 for credit_card. They have been employed for 10+ years, a debt-to-income ratio of 11.7%, and a credit score of 695.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,900 for credit_card. They have been employed for 10+ years, a debt-to-income ratio of 11.7%, and a credit score of 695.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
3213,18000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $18,000 for credit_card. They have been employed for 3 years, a debt-to-income ratio of 28.4%, and a credit score of 670.",cot,gpt-5-nano-2025-08-07,1,,832,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $18,000 for credit_card. They have been employed for 3 years, a debt-to-income ratio of 28.4%, and a credit score of 670.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
1063,12125.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,125 for debt_consolidation. They have been employed for nan, a debt-to-income ratio of 38.2%, and a credit score of 690.",cot,gpt-5-nano-2025-08-07,1,,384,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,125 for debt_consolidation. They have been employed for nan, a debt-to-income ratio of 38.2%, and a credit score of 690.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
16295,5000.0,other,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,000 for other. They have been employed for 1 year, a debt-to-income ratio of 0.0%, and a credit score of 0.",cot,gpt-5-nano-2025-08-07,0,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $5,000 for other. They have been employed for 1 year, a debt-to-income ratio of 0.0%, and a credit score of 0.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
6252,20000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 13.3%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,1,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 13.3%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
4193,25000.0,other,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for other. They have been employed for nan, a debt-to-income ratio of 13.1%, and a credit score of 760.",cot,gpt-5-nano-2025-08-07,1,,640,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for other. They have been employed for nan, a debt-to-income ratio of 13.1%, and a credit score of 760.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
2467,24000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 6 years, a debt-to-income ratio of 19.7%, and a credit score of 695.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 6 years, a debt-to-income ratio of 19.7%, and a credit score of 695.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
19250,10000.0,home_improvement,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $10,000 for home_improvement. They have been employed for 10+ years, a debt-to-income ratio of 0.0%, and a credit score of 0.",cot,gpt-5-nano-2025-08-07,0,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $10,000 for home_improvement. They have been employed for 10+ years, a debt-to-income ratio of 0.0%, and a credit score of 0.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
14077,4000.0,genna11,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $4,000 for genna11. They have been employed for 2 years, a debt-to-income ratio of 14.7%, and a credit score of 550.",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $4,000 for genna11. They have been employed for 2 years, a debt-to-income ratio of 14.7%, and a credit score of 550.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
18029,15000.0,npr,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for npr. They have been employed for 5 years, a debt-to-income ratio of 11.2%, and a credit score of 489.",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for npr. They have been employed for 5 years, a debt-to-income ratio of 11.2%, and a credit score of 489.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
6268,26400.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $26,400 for debt_consolidation. They have been employed for 4 years, a debt-to-income ratio of 21.3%, and a credit score of 765.",cot,gpt-5-nano-2025-08-07,1,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $26,400 for debt_consolidation. They have been employed for 4 years, a debt-to-income ratio of 21.3%, and a credit score of 765.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
1020,3000.0,medical,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $3,000 for medical. They have been employed for 10+ years, a debt-to-income ratio of 1.9%, and a credit score of 785.",cot,gpt-5-nano-2025-08-07,1,,192,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $3,000 for medical. They have been employed for 10+ years, a debt-to-income ratio of 1.9%, and a credit score of 785.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
7138,24000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 3 years, a debt-to-income ratio of 13.2%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,1,,576,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 3 years, a debt-to-income ratio of 13.2%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
8871,25000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 11.6%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 11.6%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
2766,8000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 7.5%, and a credit score of 685.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 7.5%, and a credit score of 685.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
17200,25000.0,newchance,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for newchance. They have been employed for 8 years, a debt-to-income ratio of 24.1%, and a credit score of 550.",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $25,000 for newchance. They have been employed for 8 years, a debt-to-income ratio of 24.1%, and a credit score of 550.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
9758,20000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 19.2%, and a credit score of 745.",cot,gpt-5-nano-2025-08-07,1,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for debt_consolidation. They have been employed for 3 years, a debt-to-income ratio of 19.2%, and a credit score of 745.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
11784,20000.0,Pay Off Debt,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for Pay Off Debt. They have been employed for 9 years, a debt-to-income ratio of 17.5%, and a credit score of 677.",cot,gpt-5-nano-2025-08-07,1,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for Pay Off Debt. They have been employed for 9 years, a debt-to-income ratio of 17.5%, and a credit score of 677.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
3623,15000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 26.2%, and a credit score of 725.",cot,gpt-5-nano-2025-08-07,1,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 26.2%, and a credit score of 725.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
17513,1000.0,Merk,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,000 for Merk. They have been employed for < 1 year, a debt-to-income ratio of 31.3%, and a credit score of 498.",cot,gpt-5-nano-2025-08-07,0,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,000 for Merk. They have been employed for < 1 year, a debt-to-income ratio of 31.3%, and a credit score of 498.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
10441,2500.0,rootsrundeep,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,500 for rootsrundeep. They have been employed for < 1 year, a debt-to-income ratio of 0.3%, and a credit score of 541.",cot,gpt-5-nano-2025-08-07,0,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,500 for rootsrundeep. They have been employed for < 1 year, a debt-to-income ratio of 0.3%, and a credit score of 541.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
7757,6500.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $6,500 for credit_card. They have been employed for nan, a debt-to-income ratio of 29.4%, and a credit score of 695.",cot,gpt-5-nano-2025-08-07,1,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $6,500 for credit_card. They have been employed for nan, a debt-to-income ratio of 29.4%, and a credit score of 695.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
17466,15000.0,sprinklerfitter,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for sprinklerfitter. They have been employed for 2 years, a debt-to-income ratio of 27.6%, and a credit score of 639.",cot,gpt-5-nano-2025-08-07,0,,640,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for sprinklerfitter. They have been employed for 2 years, a debt-to-income ratio of 27.6%, and a credit score of 639.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
3572,15000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for credit_card. They have been employed for 10+ years, a debt-to-income ratio of 19.1%, and a credit score of 720.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for credit_card. They have been employed for 10+ years, a debt-to-income ratio of 19.1%, and a credit score of 720.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
7702,2500.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,500 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 17.7%, and a credit score of 685.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $2,500 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 17.7%, and a credit score of 685.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
16253,15000.0,Esther2008,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for Esther2008. They have been employed for 4 years, a debt-to-income ratio of 0.0%, and a credit score of 562.",cot,gpt-5-nano-2025-08-07,0,,384,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $15,000 for Esther2008. They have been employed for 4 years, a debt-to-income ratio of 0.0%, and a credit score of 562.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
9902,12000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,000 for credit_card. They have been employed for < 1 year, a debt-to-income ratio of 31.4%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,0,,576,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $12,000 for credit_card. They have been employed for < 1 year, a debt-to-income ratio of 31.4%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
2225,24000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 4 years, a debt-to-income ratio of 24.2%, and a credit score of 665.",cot,gpt-5-nano-2025-08-07,0,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $24,000 for credit_card. They have been employed for 4 years, a debt-to-income ratio of 24.2%, and a credit score of 665.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
2812,6000.0,debt_consolidation,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $6,000 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 6.5%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,1,,320,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $6,000 for debt_consolidation. They have been employed for 10+ years, a debt-to-income ratio of 6.5%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
10311,20000.0,I would be using this loan to pay off high interest credit cards and medical bills.,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for I would be using this loan to pay off high interest credit cards and medical bills.. They have been employed for 3 years, a debt-to-income ratio of 17.8%, and a credit score of 631.",cot,gpt-5-nano-2025-08-07,1,,576,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $20,000 for I would be using this loan to pay off high interest credit cards and medical bills.. They have been employed for 3 years, a debt-to-income ratio of 17.8%, and a credit score of 631.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
16802,8000.0,spoiled4sure,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for spoiled4sure. They have been employed for 9 years, a debt-to-income ratio of 22.3%, and a credit score of 629.",cot,gpt-5-nano-2025-08-07,1,,640,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for spoiled4sure. They have been employed for 9 years, a debt-to-income ratio of 22.3%, and a credit score of 629.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
14934,1000.0,breezey,0,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,000 for breezey. They have been employed for < 1 year, a debt-to-income ratio of 45.2%, and a credit score of 606.",cot,gpt-5-nano-2025-08-07,0,,256,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $1,000 for breezey. They have been employed for < 1 year, a debt-to-income ratio of 45.2%, and a credit score of 606.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
0",2026-02-25 14:27:08
3018,8000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for credit_card. They have been employed for nan, a debt-to-income ratio of 24.5%, and a credit score of 680.",cot,gpt-5-nano-2025-08-07,1,,512,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $8,000 for credit_card. They have been employed for nan, a debt-to-income ratio of 24.5%, and a credit score of 680.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
5020,30000.0,credit_card,1,"You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $30,000 for credit_card. They have been employed for 6 years, a debt-to-income ratio of 14.1%, and a credit score of 715.",cot,gpt-5-nano-2025-08-07,1,,448,"[PROMPT]
You are helping Person 1, a loan officer, decide whether to approve a loan application. The applicant is requesting $30,000 for credit_card. They have been employed for 6 years, a debt-to-income ratio of 14.1%, and a credit score of 715.

Respond with a single digit ONLY: 1 (approve) or 0 (reject) for your prediction of Person 1's true decision.

[RESPONSE]
1",2026-02-25 14:27:08
